CASEID,EVRMARRY,ONOWN,ONOWN18,PARMARR,INTACT18,MOMFSTCH,EVERSEX,GRFSTSX,SEDBC,PTSB4MAR,USEFSTSX,MTHFSTSX1,RELRAISD,ATTND14,AGER,HIEDUC,RACE,MAR1CON1,B1PREMAR,VRY1STAG,LIFPRTNR,SEX1MTHD1,RELIGION,LABORFOR,TOTINCR,topics_discussed_count,discuss_topic1,discuss_topic2,discuss_topic3,discuss_topic4,discuss_topic5,discuss_topic6,discuss_topic8,premarital
90743,NEVER MARRIED,No,No,No,No,20-24 YEARS,Yes,11th grade,Yes,,YES,Birth control pills,Catholic,Once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,2 PARTNERS,Pill,CATHOLIC,Working part-time,"$75,000-$99,999",1,0,0,0,1,0,0,0,1
90744,NEVER MARRIED,Yes,Yes,No,Yes,18-19 YEARS,No,,Yes,,,,Other religion,2-3 times a month,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,OTHER RELIGIONS,Keeping house,"$40,000-$49,999",5,1,1,1,1,1,0,0,0
90758,NEVER MARRIED,Yes,Yes,Yes,Yes,LESS THAN 18 YEARS,Yes,10th grade,Yes,,YES,Condom,Catholic,Never,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,2 PARTNERS,Condom,NO RELIGION,Working part-time,$7500-$9999,3,1,1,1,0,0,0,0,1
90762,NEVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,,9th grade,Yes,,NO,,Catholic,2-3 times a month,24 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,"Has been pregnant, but has never been married",YES,15,1 PARTNER,Did not use a method at 1st intercourse,CATHOLIC,Working full-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,
90772,NEVER MARRIED,No,No,No,No,18-19 YEARS,Yes,,No,,YES,Condom,Protestant - No specific denomination,2-3 times a month,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,18,5 PARTNERS,Condom,PROTESTANT,Keeping house,"$25,000-$29,999",6,0,1,1,1,1,1,1,1
90779,NEVER MARRIED,No,No,No,No,Don't know,Refused,,Yes,,,,Baptist/Southern Baptist,Never,20 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,OTHER RELIGIONS,Keeping house,"$20,000-$24,999",1,1,0,0,0,0,0,0,
90784,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,No,,,,Other religion,3-11 times a year,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,,,,NONE,,OTHER RELIGIONS,Working part-time,$5000-$7499,0,0,0,0,0,0,0,0,0
90788,NEVER MARRIED,No,No,No,No,20-24 YEARS,,,Yes,,YES,Birth control pills,Fundamentalist Protestant,Never,23 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,2 PARTNERS,Pill,PROTESTANT,Working full-time,"$50,000-$59,999",1,0,1,0,0,0,0,0,
90791,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,Yes,9th grade,Yes,,YES,Condom,Catholic,3-11 times a year,17 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,15,3 PARTNERS,Condom,CATHOLIC,Not working but looking for work,"$75,000-$99,999",3,0,1,0,1,0,0,1,1
90794,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,Yes,,,,Catholic,Once a week,16 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,CATHOLIC,Working part-time,"$50,000-$59,999",3,1,1,0,1,0,0,0,0
90812,NEVER MARRIED,No,No,No,No,20-24 YEARS,,10th grade,Yes,,YES,Condom,No religion,Never,21 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,17,7 PARTNERS,Condom,NO RELIGION,Working full-time,"$20,000-$24,999",0,0,0,0,0,0,0,0,
90817,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,No,,Yes,,,,"Methodist, Lutheran, Presbyterian, Episcopal",Once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,OTHER RELIGIONS,In school,$5000-$7499,1,0,1,0,0,0,0,0,0
90825,EVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,,9th grade,Yes,2 PARTNERS,YES,"Depo-Provera, injectables",Baptist/Southern Baptist,2-3 times a month,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,First conception before marriage,YES,15,2 PARTNERS,"Depo-Provera, injectables",PROTESTANT,Not working but looking for work,"$75,000-$99,999",5,1,1,1,1,0,0,1,1
90830,EVER MARRIED,No,No,No,No,25-29 YEARS,,10th grade,,1 PARTNER,YES,Birth control pills,Baptist/Southern Baptist,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,First conception before marriage,NO,17,1 PARTNER,Pill,PROTESTANT,Keeping house,"$50,000-$59,999",0,0,0,0,0,0,0,0,1
90843,NEVER MARRIED,No,No,No,No,25-29 YEARS,,,Yes,,YES,Condom,Fundamentalist Protestant,More than once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,19,1 PARTNER,Condom,PROTESTANT,Working full-time,"$25,000-$29,999",7,1,1,1,1,1,1,1,
90846,NEVER MARRIED,No,No,Yes,No,30 OR OLDER,Yes,9th grade,Yes,,YES,Condom,No religion,Once or twice a year,18 YEARS,11TH GRADE,WHITE,,,15,3 PARTNERS,Condom,NO RELIGION,In school,"$75,000-$99,999",3,1,1,1,0,0,0,0,1
90850,NEVER MARRIED,No,No,No,No,20-24 YEARS,No,,Yes,,,,No religion,Never,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,NO RELIGION,Working part-time,"$20,000-$24,999",4,1,1,0,1,1,0,0,0
90851,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Catholic,Once a week,23 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,OTHER,,,,NONE,,CATHOLIC,Keeping house,"$15,000-$19,999",3,0,1,0,1,0,0,1,0
90860,NEVER MARRIED,Yes,Yes,No,No,MOTHER OR MOTHER-FIGURE DID NOT HAVE ANY CHILDREN,,7th grade,Yes,,YES,"Hormonal implant (Norplant, Implanon, or Nexplanon)",Baptist/Southern Baptist,More than once a week,19 YEARS,11TH GRADE,WHITE,,,13,3 PARTNERS,"Implant (Norplant, Implanon, or Nexplanon)",NO RELIGION,Other,$5000-$7499,5,0,1,1,1,1,1,0,
90872,NEVER MARRIED,No,No,No,No,20-24 YEARS,,9th grade,,,YES,Condom,Catholic,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,15,6 PARTNERS,Condom,CATHOLIC,Keeping house,"$30,000-$34,999",0,0,0,0,0,0,0,0,
90891,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Other religion,Once a week,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,OTHER RELIGIONS,Working part-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,0
90892,EVER MARRIED,No,No,No,Yes,25-29 YEARS,,10th grade,Yes,4 PARTNERS,YES,Condom,Other religion,Once a week,24 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,BLACK,More than 3 years,,15,4 PARTNERS,Condom,OTHER RELIGIONS,Working full-time,"$50,000-$59,999",2,0,0,0,1,0,0,1,1
90894,NEVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,No,,No,,,,Other religion,Once a week,17 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,,NONE,,OTHER RELIGIONS,In school,"$15,000-$19,999",0,0,0,0,0,0,0,0,0
90903,NEVER MARRIED,Yes,Yes,No,No,25-29 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,In school,"$35,000-$39,999",0,0,0,0,0,0,0,0,0
90904,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,,11th grade,Yes,,YES,"Withdrawal, pulling out",Catholic,Once a month (about 12 times a year),20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,"Has been pregnant, but has never been married",YES,16,1 PARTNER,Withdrawal,CATHOLIC,Keeping house,$7500-$9999,1,1,0,0,0,0,0,0,
90914,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,,,YES,Condom,No religion,,25 YEARS,BACHELOR'S DEGREE,OTHER,,,23,1 PARTNER,Condom,NO RELIGION,Working full-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,1
90928,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,,9th grade,Yes,,YES,Condom,Catholic,Once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,15,9 PARTNERS,Condom,NO RELIGION,Working part-time,"$25,000-$29,999",2,0,1,1,0,0,0,0,
90931,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,12th grade,Yes,,YES,Condom,Catholic,3-11 times a year,24 YEARS,BACHELOR'S DEGREE,WHITE,,,17,20,Condom,CATHOLIC,In school,Under $5000,2,0,1,0,0,0,0,1,1
90938,NEVER MARRIED,No,No,No,No,30 OR OLDER,No,,Yes,,,,Catholic,Once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,CATHOLIC,"Working, but on vacation, strike, or had temporary illness",Under $5000,2,1,0,0,0,0,0,1,0
90944,NEVER MARRIED,No,No,No,No,18-19 YEARS,Yes,11th grade,Yes,,YES,Birth control pills,Baptist/Southern Baptist,Once a month (about 12 times a year),17 YEARS,11TH GRADE,BLACK,,,16,1 PARTNER,Pill,PROTESTANT,Working part-time,"$35,000-$39,999",1,1,0,0,0,0,0,0,1
90946,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,Yes,10th grade,No,,YES,"Withdrawal, pulling out",Protestant - No specific denomination,Never,19 YEARS,11TH GRADE,WHITE,,,17,1 PARTNER,Withdrawal,NO RELIGION,In school,"$40,000-$49,999",3,0,1,0,1,0,0,1,1
90949,NEVER MARRIED,No,No,No,No,18-19 YEARS,Yes,11th grade,Yes,,YES,Condom,No religion,Once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,,,16,2 PARTNERS,Condom,NO RELIGION,Keeping house,"$50,000-$59,999",4,0,1,0,1,1,0,1,1
90975,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,11th grade,Yes,,YES,Condom,"Methodist, Lutheran, Presbyterian, Episcopal",Once a week,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,17,2 PARTNERS,Condom,PROTESTANT,Working part-time,$5000-$7499,4,1,1,0,1,0,0,1,
90982,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Protestant - No specific denomination,Never,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,Keeping house,"$40,000-$49,999",2,1,1,0,0,0,0,0,0
90986,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,No,,No,,,,No religion,Once or twice a year,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,NO RELIGION,Keeping house,"$20,000-$24,999",0,0,0,0,0,0,0,0,0
90994,NEVER MARRIED,No,No,No,No,20-24 YEARS,Yes,,Yes,,YES,Condom,Catholic,Once a week,23 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,,,18,1 PARTNER,Condom,CATHOLIC,Working part-time,"$50,000-$59,999",2,1,0,0,0,0,0,1,1
90995,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,9th grade,Yes,,YES,Condom,Protestant - No specific denomination,More than once a week,21 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,"Has been pregnant, but has never been married",,14,8 PARTNERS,Condom,PROTESTANT,Keeping house,"$75,000-$99,999",5,1,1,0,1,0,1,1,
91002,NEVER MARRIED,No,No,No,No,20-24 YEARS,No,,Yes,,,,Baptist/Southern Baptist,More than once a week,20 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,,NONE,,PROTESTANT,Working part-time,"$60,000-$74,999",1,0,0,0,0,0,0,1,0
91006,EVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,12th grade,Yes,1 PARTNER,YES,Condom,Catholic,Once a week,24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,First conception before marriage,YES,17,1 PARTNER,Condom,OTHER RELIGIONS,Keeping house,"$25,000-$29,999",3,1,0,0,1,0,0,1,1
91019,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,,,,NO,,Baptist/Southern Baptist,,25 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,"Has been pregnant, but has never been married",YES,20,2 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,Working full-time,"$60,000-$74,999",0,0,0,0,0,0,0,0,
91038,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,In school,"$35,000-$39,999",4,1,1,0,1,0,0,1,0
91053,NEVER MARRIED,Yes,Yes,No,Yes,20-24 YEARS,No,,Yes,,,,Catholic,Once or twice a year,17 YEARS,10TH GRADE,WHITE,,,,NONE,,CATHOLIC,In school,"$35,000-$39,999",0,0,0,0,0,0,0,0,0
91060,NEVER MARRIED,No,No,No,No,30 OR OLDER,No,,Yes,,,,No religion,Never,16 YEARS,10TH GRADE,WHITE,,,,NONE,,NO RELIGION,In school,"$40,000-$49,999",6,1,1,1,1,1,1,0,0
91064,EVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,,,3 PARTNERS,YES,Condom,Catholic,,25 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,13-24 months,NO,18,3 PARTNERS,Condom,NO RELIGION,Keeping house,"$50,000-$59,999",0,0,0,0,0,0,0,0,1
91078,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,,12th grade,Yes,,YES,Condom,Catholic,Once a month (about 12 times a year),24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,17,3 PARTNERS,Condom,CATHOLIC,Working full-time,"$25,000-$29,999",6,1,1,1,1,1,1,0,
91086,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Yes,,Yes,,YES,"Withdrawal, pulling out",Catholic,2-3 times a month,22 YEARS,BACHELOR'S DEGREE,WHITE,,,19,4 PARTNERS,Withdrawal,CATHOLIC,Other,"$75,000-$99,999",4,1,0,0,1,0,1,1,1
91087,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,9th grade,Yes,,YES,Condom,Catholic,3-11 times a year,24 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,,,16,18,Condom,CATHOLIC,Working full-time,"$35,000-$39,999",7,1,1,1,1,1,1,1,1
91095,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,9th grade,Yes,,YES,Condom,Protestant - No specific denomination,Once a week,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,15,8 PARTNERS,Condom,PROTESTANT,Working part-time,"$100,000 or more",5,1,1,1,1,0,1,0,1
91099,EVER MARRIED,No,No,Yes,Yes,30 OR OLDER,,10th grade,,DON'T KNOW,YES,Birth control pills,Protestant - No specific denomination,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,0-12 months,,15,30,Pill,NO RELIGION,Working full-time,"$75,000-$99,999",0,0,0,0,0,0,0,0,
91102,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,Yes,10th grade,No,,NO,,No religion,Never,17 YEARS,11TH GRADE,WHITE,,,16,2 PARTNERS,Did not use a method at 1st intercourse,NO RELIGION,Working full-time,"$20,000-$24,999",0,0,0,0,0,0,0,0,1
91103,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,No,,,,Catholic,Once a week,23 YEARS,BACHELOR'S DEGREE,WHITE,,,,NONE,,CATHOLIC,Working full-time,"$50,000-$59,999",2,1,0,0,0,0,0,1,0
91112,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Catholic,Once a week,24 YEARS,BACHELOR'S DEGREE,WHITE,,,,NONE,,CATHOLIC,Working full-time,"$40,000-$49,999",7,1,1,1,1,1,1,1,0
91132,NEVER MARRIED,No,No,No,No,20-24 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once or twice a year,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,NO RELIGION,Working part-time,"$50,000-$59,999",7,1,1,1,1,1,1,1,0
91137,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,Yes,,,,Catholic,Once a week,24 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,,,,NONE,,CATHOLIC,"Working, but on vacation, strike, or had temporary illness","$75,000-$99,999",1,1,0,0,0,0,0,0,0
91139,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,No,,No,,,,Baptist/Southern Baptist,More than once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,In school,$7500-$9999,4,1,1,0,1,0,0,1,0
91153,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,No,,,,Protestant - No specific denomination,Once a month (about 12 times a year),17 YEARS,11TH GRADE,BLACK,,,,NONE,,PROTESTANT,In school,"$15,000-$19,999",4,1,0,0,1,1,1,0,0
91158,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,No,,YES,Birth control pills,Baptist/Southern Baptist,2-3 times a month,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,3 PARTNERS,Pill,PROTESTANT,Working full-time,"$100,000 or more",6,1,1,1,1,1,0,1,1
91161,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,,9th grade,,,YES,"Withdrawal, pulling out","Methodist, Lutheran, Presbyterian, Episcopal",,25 YEARS,9TH GRADE OR LESS,WHITE,"Has been pregnant, but has never been married",YES,15,6 PARTNERS,Withdrawal,PROTESTANT,Working - maternity or family leave,"$75,000-$99,999",0,0,0,0,0,0,0,0,
91173,NEVER MARRIED,No,No,No,Yes,LESS THAN 18 YEARS,No,,Yes,,,,No religion,Never,18 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,,NONE,,NO RELIGION,Working part-time,"$50,000-$59,999",7,1,1,1,1,1,1,1,0
91178,NEVER MARRIED,No,No,Yes,No,30 OR OLDER,Yes,10th grade,No,,YES,"Withdrawal, pulling out","Methodist, Lutheran, Presbyterian, Episcopal",Once a week,16 YEARS,9TH GRADE OR LESS,WHITE,,,15,2 PARTNERS,Withdrawal,PROTESTANT,Working full-time,"$75,000-$99,999",0,0,0,0,0,0,0,0,1
91186,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,,12th grade,Yes,,YES,Condom,Catholic,More than once a week,23 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,,,17,20,Condom,CATHOLIC,Working full-time,"$35,000-$39,999",2,0,1,0,1,0,0,0,
91190,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,No,,,,Baptist/Southern Baptist,More than once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,In school,"$30,000-$34,999",3,1,0,0,1,0,0,1,0
91198,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Catholic,Once a month (about 12 times a year),17 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,CATHOLIC,Working part-time,$5000-$7499,3,0,1,0,1,1,0,0,0
91203,NEVER MARRIED,No,No,No,Yes,18-19 YEARS,,11th grade,,,NO,,Catholic,,25 YEARS,BACHELOR'S DEGREE,BLACK,"Has been pregnant, but has never been married",YES,16,6 PARTNERS,Did not use a method at 1st intercourse,CATHOLIC,Working part-time,"$12,500-$14,999",0,0,0,0,0,0,0,0,
91231,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,Yes,11th grade,Yes,,YES,Condom,Catholic,3-11 times a year,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,17,1 PARTNER,Condom,NO RELIGION,Working full-time,"$15,000-$19,999",0,0,0,0,0,0,0,0,1
91232,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,No,,No,,,,No religion,Never,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,NO RELIGION,Working part-time,"$50,000-$59,999",1,0,0,0,1,0,0,0,0
91234,NEVER MARRIED,No,No,No,No,20-24 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,23 YEARS,BACHELOR'S DEGREE,WHITE,,,,NONE,,PROTESTANT,Not working but looking for work,"$20,000-$24,999",6,1,1,1,1,0,1,1,0
91240,NEVER MARRIED,No,No,No,Yes,18-19 YEARS,Yes,11th grade,No,,YES,Birth control pills,Catholic,Once or twice a year,18 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,,,17,2 PARTNERS,Pill,CATHOLIC,Working part-time,"$30,000-$34,999",2,0,1,1,0,0,0,0,1
91246,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,Yes,10th grade,Yes,,NO,,Baptist/Southern Baptist,Once a week,17 YEARS,11TH GRADE,WHITE,,,16,5 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,Working part-time,$7500-$9999,5,0,1,1,0,1,1,1,1
91254,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,Fundamentalist Protestant,More than once a week,22 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,PROTESTANT,Working part-time,Under $5000,7,1,1,1,1,1,1,1,0
91265,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,Yes,,Yes,,NO,,Baptist/Southern Baptist,3-11 times a year,20 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,18,4 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,In school,"$75,000-$99,999",6,1,1,1,1,1,1,0,1
91268,NEVER MARRIED,No,No,Yes,No,30 OR OLDER,No,,Yes,,,,Catholic,Once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,CATHOLIC,Other,"$60,000-$74,999",2,1,0,0,0,0,0,1,0
91298,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,PROTESTANT,In school,"$20,000-$24,999",7,1,1,1,1,1,1,1,0
91304,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,,,Yes,,YES,"Depo-Provera, injectables",Protestant - No specific denomination,Once a week,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,18,7 PARTNERS,"Depo-Provera, injectables",PROTESTANT,"Working, but on vacation, strike, or had temporary illness","$40,000-$49,999",3,0,1,0,0,0,1,1,
91307,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,Yes,,,,YES,Condom,Don't know,,25 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,BLACK,,,21,1 PARTNER,Condom,PROTESTANT,Working part-time,$7500-$9999,0,0,0,0,0,0,0,0,1
91308,NEVER MARRIED,No,No,No,Yes,25-29 YEARS,,11th grade,Yes,,YES,Condom,Protestant - No specific denomination,Never,21 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,16,7 PARTNERS,Condom,PROTESTANT,Working part-time,"$60,000-$74,999",0,0,0,0,0,0,0,0,
91311,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,No,,No,,,,Catholic,Once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,CATHOLIC,Working part-time,"$40,000-$49,999",4,0,1,0,0,1,1,1,0
91313,EVER MARRIED,No,No,Yes,No,Don't know,,8th grade,No,7 PARTNERS,YES,Condom,Protestant - No specific denomination,More than once a week,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,First conception before marriage,YES,14,7 PARTNERS,Condom,PROTESTANT,Working part-time,"$50,000-$59,999",5,1,0,0,1,1,1,1,1
91350,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,,10th grade,Yes,,NO,,"Methodist, Lutheran, Presbyterian, Episcopal",Once a week,22 YEARS,10TH GRADE,WHITE,"Has been pregnant, but has never been married",YES,15,5 PARTNERS,Did not use a method at 1st intercourse,PROTESTANT,Working part-time,"$100,000 or more",4,0,1,1,1,0,0,1,
91351,NEVER MARRIED,No,No,Yes,No,30 OR OLDER,No,,No,,,,Other Protestant denomination,More than once a week,17 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,In school,$7500-$9999,1,0,0,0,0,0,0,1,0
91352,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,,8th grade,No,,YES,Condom,Baptist/Southern Baptist,Once a week,17 YEARS,10TH GRADE,WHITE,"Has been pregnant, but has never been married",,13,4 PARTNERS,Condom,PROTESTANT,Working part-time,"$35,000-$39,999",5,0,0,1,1,1,1,1,
91361,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,No,,Yes,,,,Catholic,Once a month (about 12 times a year),17 YEARS,11TH GRADE,WHITE,,,,NONE,,CATHOLIC,Working part-time,"$100,000 or more",0,0,0,0,0,0,0,0,0
91370,NEVER MARRIED,No,No,No,No,20-24 YEARS,,9th grade,,,YES,Condom,Baptist/Southern Baptist,,25 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,"Has been pregnant, but has never been married",,14,10,Condom,PROTESTANT,Working part-time,"$40,000-$49,999",0,0,0,0,0,0,0,0,
91377,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,Yes,,YES,Condom,Catholic,2-3 times a month,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,18,3 PARTNERS,Condom,NO RELIGION,In school,"$75,000-$99,999",2,0,1,1,0,0,0,0,1
91386,NEVER MARRIED,Yes,Yes,No,No,Don't know,,7th grade,No,,NO,,"Methodist, Lutheran, Presbyterian, Episcopal",Once a week,20 YEARS,10TH GRADE,WHITE,"Has been pregnant, but has never been married",YES,12,20,Did not use a method at 1st intercourse,NO RELIGION,Working part-time,$5000-$7499,0,0,0,0,0,0,0,0,
91390,EVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,,,,1 PARTNER,NO,,Protestant - No specific denomination,,25 YEARS,BACHELOR'S DEGREE,WHITE,13-24 months,,23,1 PARTNER,Did not use a method at 1st intercourse,PROTESTANT,Working full-time,"$15,000-$19,999",0,0,0,0,0,0,0,0,1
91392,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,No,,,,Catholic,Once a week,17 YEARS,11TH GRADE,WHITE,,,,NONE,,CATHOLIC,Other,"$75,000-$99,999",0,0,0,0,0,0,0,0,0
91410,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Catholic,Once or twice a year,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,CATHOLIC,Working full-time,"$60,000-$74,999",5,1,1,0,1,1,0,1,0
